accession	organism	taxid	group	supergroup	stratum	length	gc	n_cds	n_trna	n_rrna	transl_table	n_markers	markers
NC_025293.1	Gloeochaete wittrockiana	38269	Glaucophyta	Archaeplastida	Other eukaryotes	36046	0.305	48	28	2	1	28	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_046408.1	Sphaerothecum destruens	42893	Ichthyosporea	Opisthokonta	Other eukaryotes	23939	0.2823	23	22	2	4	16	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rpl2
NC_071853.1	Chrysotila carterae	13221	Haptophyta	Haptista	Other eukaryotes	21509	0.304	14	18	1	4	14	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16
NC_066487.1	Isochrysis galbana	37099	Haptophyta	Haptista	Other eukaryotes	39258	0.271	20	24	2	4	16	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps12,rps3
NC_045933.1	Leucocryptos marina	299206	Cryptophyta	Cryptista	Other eukaryotes	67380	0.309	55	27	2	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3
NC_068853.1	Thecamoeba quadrilineata	343530	Amoebozoa	Amoebozoa	Other eukaryotes	50942	0.2393	39	18	2	1	16	atp1,atp6,atp9,cox1,cox3,nad1,nad2,nad3,nad4,nad7,nad9,rpl14,rpl16,rpl2,rps12,rps3
NC_057511.1	Imasa heleensis	2772037	Malawimonadida	Malawimonadida	Other eukaryotes	37512	0.3076	41	27	3	4	26	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3
NC_026311.1	Malawimonas californiana (nom. ined.)	221722	Malawimonadida	Malawimonadida	Other eukaryotes	36792	0.2679	39	25	3	1	25	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_056271.1	Diacronema viridis	2793420	Haptophyta	Haptista	Other eukaryotes	29282	0.3918	20	24	3	1	18	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl14,rpl16,rps12,rps19
NC_059693.1	Phaeocystis globosa	33658	Haptophyta	Haptista	Other eukaryotes	43585	0.2935	19	25	2	4	17	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps12,rps3
NC_034798.1	Pharyngomonas kirbyi	63601	Discoba	Discoba	Other eukaryotes	75717	0.2972	44	26	2	1	29	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_036938.1	Chrysochromulina parva	127563	Haptophyta	Haptista	Other eukaryotes	24009	0.3247	20	25	2	4	17	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps12,rps3
NC_037451.1	Chroomonas placoidea	173977	Cryptophyta	Cryptista	Other eukaryotes	46700	0.2937	49	27	2	1	30	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_041490.1	Guillardia theta	55529	Cryptophyta	Cryptista	Other eukaryotes	35013	0.2891	36	27	2	1	25	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad11,nad2,nad3,nad4,nad4L,nad5,nad7,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_037453.1	Proteomonas sulcata	77928	Cryptophyta	Cryptista	Other eukaryotes	48236	0.3119	42	25	2	1	30	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_037436.1	Teleaulax amphioxeia	77931	Cryptophyta	Cryptista	Other eukaryotes	43442	0.3279	46	26	2	1	30	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_037452.1	Storeatula sp. CCMP1868	195070	Cryptophyta	Cryptista	Other eukaryotes	61567	0.2889	47	26	2	1	30	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4
NC_020369.1	Nuclearia simplex	154970	Other eukaryotes	Other	Other eukaryotes	74129	0.3739	40	25	2	11	16	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rps11,rps12
NC_026312.1	Stachyamoeba lipophora	463046	Discoba	Discoba	Other eukaryotes	49742	0.2719	48	21	2	1	26	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps12,rps19,sdh2
NC_023545.1	Tsukubamonas globosa	875863	Discoba	Discoba	Other eukaryotes	48463	0.3382	52	26	3	1	32	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad8,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7,sdh3,sdh4,tufA
NC_058738.1	Ahnfeltia fastigiata	31363	Rhodophyta	Archaeplastida	Rhodophyta	33492	0.3293	25	23	2	4	22	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4,secY
NC_026054.1	Ahnfeltia plicata	28023	Rhodophyta	Archaeplastida	Rhodophyta	32878	0.3339	24	24	2	4	21	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4,secY
NC_062398.1	Bangia atropurpurea	31347	Rhodophyta	Archaeplastida	Rhodophyta	35668	0.309	25	24	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_026905.1	Bangia fuscopurpurea	101920	Rhodophyta	Archaeplastida	Rhodophyta	43517	0.3299	31	23	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_018544.1	Porphyra umbilicalis	2786	Rhodophyta	Archaeplastida	Rhodophyta	29123	0.3188	26	24	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_017751.1	Pyropia haitanensis	1262161	Rhodophyta	Archaeplastida	Rhodophyta	37023	0.3068	28	24	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_024289.1	Pyropia kanakaensis	139729	Rhodophyta	Archaeplastida	Rhodophyta	39300	0.3	30	25	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_021475.1	Pyropia tenera	2785	Rhodophyta	Archaeplastida	Rhodophyta	42268	0.3279	29	23	1	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_017837.1	Pyropia yezoensis	2788	Rhodophyta	Archaeplastida	Rhodophyta	41688	0.3272	32	27	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_024579.1	Wildemania schizophylla	1134705	Rhodophyta	Archaeplastida	Rhodophyta	29156	0.3322	26	23	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_039404.1	Montagnia macrospora	2662032	Rhodophyta	Archaeplastida	Rhodophyta	24875	0.3099	23	22	3	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_026843.1	Asparagopsis taxiformis	260499	Rhodophyta	Archaeplastida	Rhodophyta	26097	0.2675	25	23	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,secY
NC_053319.1	Cavernulicola chilensis	3028028	Rhodophyta	Archaeplastida	Rhodophyta	33039	0.4449	35	23	3	1	25	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,sdh2,sdh3,sdh4
NC_035351.1	Compsopogon caeruleus	31354	Rhodophyta	Archaeplastida	Rhodophyta	26807	0.2738	21	22	2	4	18	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rps3,sdh3,sdh4,secY
NC_062399.1	Pulvinaster venetus	427767	Rhodophyta	Archaeplastida	Rhodophyta	100252	0.189	21	25	0	4	17	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rps3,sdh3,sdh4
NC_027061.1	Calliarthron tuberculosum	48942	Rhodophyta	Archaeplastida	Rhodophyta	26469	0.2731	25	19	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh4,secY
NC_051882.1	Cyanidiococcus yangmingshanensis	2690220	Rhodophyta	Archaeplastida	Rhodophyta	32424	0.2639	34	15	1	1	24	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_053320.1	Cyanidium caldarium	2771	Rhodophyta	Archaeplastida	Rhodophyta	34207	0.2586	34	25	2	1	25	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl14,rpl16,rpl5,rpl6,rps11,rps12,rps19,rps3,sdh2,sdh3,sdh4
NC_062396.1	Madagascaria erythrocladioides	753684	Rhodophyta	Archaeplastida	Rhodophyta	75204	0.24	20	23	0	4	17	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rps3,sdh3,sdh4
NC_062402.1	Pseudoerythrocladia kornmannii	753682	Rhodophyta	Archaeplastida	Rhodophyta	49042	0.2977	20	22	0	4	17	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rps3,sdh3,sdh4
NC_062403.1	Sahlingia subintegra	468936	Rhodophyta	Archaeplastida	Rhodophyta	52388	0.3004	21	23	0	4	17	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rps3,sdh3,sdh4
NC_053318.1	Galdieria phlegrea	1389228	Rhodophyta	Archaeplastida	Rhodophyta	21792	0.4136	18	6	2	1	15	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,sdh3
NC_024666.1	Galdieria sulphuraria	130081	Rhodophyta	Archaeplastida	Rhodophyta	21428	0.4399	19	7	2	1	15	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,sdh3
NC_062395.1	Glaucosphaera vacuolata	38265	Rhodophyta	Archaeplastida	Rhodophyta	28895	0.2868	17	16	0	4	16	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rps3,sdh3
NC_084251.1	Pachymeniopsis lanceolata	151733	Rhodophyta	Archaeplastida	Rhodophyta	28996	0.3137	25	23	3	4	22	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rpl5,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_039979.1	Synarthrophyton chejuense	2485825	Rhodophyta	Archaeplastida	Rhodophyta	28264	0.2519	25	25	2	4	22	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4,secY
NC_026055.1	Hildenbrandia rubra	31481	Rhodophyta	Archaeplastida	Rhodophyta	33066	0.322	22	18	2	4	20	atp6,atp9,cob,cox1,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4,secY
NC_046496.1	Palmaria decipiens	187399	Rhodophyta	Archaeplastida	Rhodophyta	26645	0.3296	24	23	2	4	22	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4,secY
NC_026056.1	Palmaria palmata	2822	Rhodophyta	Archaeplastida	Rhodophyta	29735	0.3217	26	22	2	4	22	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4,secY
NC_014773.1	Plocamiocolax pulvinatus	35206	Rhodophyta	Archaeplastida	Rhodophyta	25894	0.2394	24	20	2	4	20	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4,secY
NC_038145.1	Porolithon onkodes	231751	Rhodophyta	Archaeplastida	Rhodophyta	27882	0.2911	23	21	2	4	19	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh4
NC_062400.1	Dixoniella grisea	35153	Rhodophyta	Archaeplastida	Rhodophyta	58206	0.1877	17	14	0	4	15	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,sdh3
NC_062401.1	Erythrolobus coxiae	362235	Rhodophyta	Archaeplastida	Rhodophyta	102701	0.3003	23	11	0	4	14	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rps3
NC_062302.1	Porphyridium aerugineum	2792	Rhodophyta	Archaeplastida	Rhodophyta	26688	0.239	17	9	0	4	16	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rps3,sdh3
NC_062397.1	Neorhodella cyanea	131155	Rhodophyta	Archaeplastida	Rhodophyta	47861	0.2414	17	16	0	4	15	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,sdh3
NC_062303.1	Rhodella violacea	2801	Rhodophyta	Archaeplastida	Rhodophyta	45191	0.2519	19	15	0	4	17	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rps3,sdh3,sdh4
NC_023252.1	Rhodymenia pseudopalmata	31502	Rhodophyta	Archaeplastida	Rhodophyta	26166	0.2955	24	20	2	4	22	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4,secY
NC_039980.1	Neogoniolithon spectabile	231755	Rhodophyta	Archaeplastida	Rhodophyta	26050	0.2955	21	21	2	4	20	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,secY
NC_023454.1	Sporolithon durum	48970	Rhodophyta	Archaeplastida	Rhodophyta	26202	0.284	23	19	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps12,rps3,sdh2,sdh3,sdh4,secY
NC_035158.1	Thorea hispida	202687	Rhodophyta	Archaeplastida	Rhodophyta	25380	0.2825	25	22	2	4	21	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,rpl16,rps11,rps12,rps3,sdh2,sdh3,sdh4
NC_037988.1	Toxarium undulatum	210620	Stramenopiles	SAR	SAR	40429	0.3013	40	26	2	1	27	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_000946.1	Cafeteria roenbergensis	33653	Stramenopiles	SAR	SAR	43159	0.2726	34	22	2	4	25	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps3
NC_026310.1	Paracercomonas marina	372086	Rhizaria	SAR	SAR	35796	0.2961	25	17	3	4	17	atp1,atp6,atp8,atp9,cob,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rps12,rps3
NC_029731.1	Lotharella oceanica	641309	Rhizaria	SAR	SAR	36702	0.5014	35	24	3	4	23	atp1,atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl5,rpl6,rps11,rps12,rps3,rps7
NC_013837.1	Chattonella marina	90936	Stramenopiles	SAR	SAR	44772	0.2838	41	25	3	1	27	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_016738.1	Heterosigma akashiwo	2829	Stramenopiles	SAR	SAR	38690	0.3569	41	25	3	1	27	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_070360.1	Cryptocaryon irritans	153251	Alveolata	SAR	SAR	47586	0.1966	36	4	4	4	18	atp9,cob,cox1,cox2,nad1,nad2,nad3,nad4,nad4L,nad5,nad7,nad9,rpl14,rpl16,rpl2,rps12,rps19,rps3
NC_085327.1	Cutleria multifida	74475	Stramenopiles	SAR	SAR	37394	0.36	35	25	3	1	27	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_007684.1	Desmarestia viridis	62313	Stramenopiles	SAR	SAR	39049	0.366	39	25	3	1	27	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_037987.1	Eunotia naegelii	1458866	Stramenopiles	SAR	SAR	48049	0.2708	41	23	2	1	25	atp6,atp9,cob,cox1,cox2,cox3,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_085701.1	Euplotes cristatus	756077	Alveolata	SAR	SAR	41080	0.4006	36	7	4	4	20	atp9,cob,cox1,cox2,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps3,rps7
NC_085702.1	Euplotes vannus	5939	Alveolata	SAR	SAR	41256	0.3587	36	7	4	4	20	atp9,cob,cox1,cox2,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps3,rps7
NC_065668.1	Vischeria punctata	643629	Stramenopiles	SAR	SAR	41528	0.2736	36	28	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_041506.1	Vischeria stellata	1104407	Stramenopiles	SAR	SAR	42608	0.2756	36	26	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_022255.1	Microchloropsis salina	2511165	Stramenopiles	SAR	SAR	41907	0.3141	36	26	2	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_022254.1	Nannochloropsis granulata	43926	Stramenopiles	SAR	SAR	38791	0.3197	35	26	2	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_022256.1	Nannochloropsis limnetica	120807	Stramenopiles	SAR	SAR	38543	0.3169	35	26	2	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_022257.1	Nannochloropsis oculata	43925	Stramenopiles	SAR	SAR	38444	0.3174	35	26	2	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_013710.1	Ulnaria acus	1436140	Stramenopiles	SAR	SAR	46657	0.3178	35	23	2	1	24	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl2,rpl5,rpl6,rps11,rps12,rps19
NC_029643.1	Trachydiscus minutus	1032745	Stramenopiles	SAR	SAR	45831	0.3252	46	27	3	1	28	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
NC_086648.1	Spirostomum yagiui	1471042	Alveolata	SAR	SAR	46559	0.2286	16	0	2	4	13	cob,cox1,nad1,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl6,rps12
NC_015981.1	Ichthyophthirius multifiliis	5932	Alveolata	SAR	SAR	51686	0.1638	41	5	6	4	17	atp9,cob,cox1,cox2,nad1,nad2,nad3,nad4,nad5,nad7,nad9,rpl14,rpl16,rpl2,rps12,rps19,rps3
NC_037728.1	Melosira undulata	2133757	Stramenopiles	SAR	SAR	32777	0.2161	32	24	2	1	26	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3
NC_054369.1	Strombidium cf. sulcatum	2793073	Alveolata	SAR	SAR	54912	0.2832	44	6	2	4	18	atp9,cob,cox1,cox2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps7
NC_011213.1	Blastocystis sp. ATCC 50177/Nand II	478820	Stramenopiles	SAR	SAR	28382	0.1991	27	16	2	1	17	nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps3
NC_011212.1	Blastocystis sp. DMP/02-328	463136	Stramenopiles	SAR	SAR	27719	0.2188	27	16	2	1	17	nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps12,rps19,rps3
NC_018042.1	Blastocystis sp. subtype 3	944168	Stramenopiles	SAR	SAR	28269	0.214	27	16	0	1	18	nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps11,rps12,rps19,rps3
NC_027962.1	Blastocystis sp. subtype 4	944170	Stramenopiles	SAR	SAR	27717	0.2187	27	14	2	1	19	nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl6,rps11,rps12,rps19,rps3,rps7
NC_014338.1	Proteromonas lacertae	42746	Stramenopiles	SAR	SAR	48663	0.2266	39	45	4	1	17	nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps12,rps19
NC_044635.1	Cafileria marina	2557541	Stramenopiles	SAR	SAR	42797	0.2129	38	21	2	4	26	atp1,atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps12,rps19,rps3
NC_057168.1	Pelagomonas calceolata	35677	Stramenopiles	SAR	SAR	39376	0.3557	37	23	3	1	27	atp6,atp8,atp9,cob,cox1,cox2,cox3,nad1,nad11,nad2,nad3,nad4,nad4L,nad5,nad6,nad7,nad9,rpl14,rpl16,rpl2,rpl5,rpl6,rps11,rps12,rps19,rps3,rps7
